Date,"Weight (kg)","Fat mass (kg)","Bone mass (kg)","Muscle mass (kg)","Hydration (kg)",Comments
"2023-02-25 07:59:07",118.29,32.35,4.24,81.68,59.71,
"2023-02-24 07:46:52",118.33,32.27,4.25,81.79,59.78,
"2023-02-23 07:37:06",118.50,32.73,4.23,81.52,59.64,
"2023-02-22 07:40:03",119.02,30.75,4.39,83.86,61.05,
"2023-02-21 07:46:38",119.09,30.46,4.42,84.19,61.27,
"2023-02-20 07:51:46",120.19,30.89,4.46,84.82,61.73,
"2023-02-18 07:39:01",120.13,31.44,4.41,84.27,61.38,
"2023-02-16 07:58:36",120.97,30.50,4.53,85.92,62.47,
"2023-02-15 07:52:05",119.31,30.60,4.42,84.27,61.33,
"2023-02-14 09:04:43",120.42,30.57,4.49,85.33,62.07,
"2023-02-13 07:48:17",120.13,29.56,4.55,86.00,62.50,
"2023-02-11 07:58:51",120.49,31.68,4.42,84.38,61.48,
"2023-02-10 07:54:34",120.27,30.82,4.47,84.97,61.83,
"2023-02-09 08:15:23",121.02,31.23,4.48,85.29,62.07,
"2023-02-08 08:56:55",122.02,31.59,4.52,85.90,62.52,
"2023-02-07 07:39:36",121.80,31.79,4.49,85.51,62.26,
"2023-02-06 08:45:33",122.52,33.53,4.41,84.56,61.76,
"2023-02-04 07:44:39",121.20,31.84,4.45,84.90,61.85,
"2023-02-03 08:30:41",121.00,32.53,4.39,84.07,61.34,
"2023-02-02 08:15:22",120.87,31.49,4.45,84.92,61.84,
"2023-02-01 08:44:07",122.28,33.35,4.41,84.51,61.71,
"2023-01-31 09:06:23",122.90,35.05,4.33,83.50,61.23,
"2023-01-30 09:12:28",121.93,36.60,4.18,81.13,59.91,
"2023-01-29 10:00:45",121.90,35.12,4.27,82.49,60.58,
"2023-01-28 08:54:47",121.71,35.81,4.22,81.66,60.13,
"2023-01-27 09:17:52",122.05,34.03,4.35,83.66,61.21,
"2023-01-26 09:00:37",121.77,36.59,4.17,80.99,59.81,
"2023-01-25 08:58:54",121.66,36.62,4.17,80.86,59.73,
"2023-01-24 09:55:20",122.18,36.93,4.18,81.06,59.91,
"2023-01-23 09:38:01",122.03,36.07,4.22,81.72,60.21,
"2023-01-22 09:50:10",122.54,38.45,4.11,79.97,59.47,
"2023-01-21 09:10:28",122.53,37.09,4.19,81.24,60.05,
"2023-01-20 09:05:50",122.71,38.10,4.14,80.46,59.72,
"2023-01-19 09:34:06",122.77,37.17,4.19,81.40,60.16,
"2023-01-18 08:59:32",123.53,37.55,4.21,81.76,60.45,
"2023-01-17 09:12:58",124.24,38.01,4.22,82.00,60.67,
"2023-01-15 10:02:05",124.45,38.43,4.21,81.79,60.61,
"2023-01-14 10:02:18",123.92,37.86,4.21,81.82,60.54,
"2023-01-13 09:25:18",123.37,38.79,4.13,80.44,59.82,
"2023-01-11 09:17:53",124.90,39.71,4.16,81.01,60.34,
"2023-01-10 09:04:38",125.34,40.07,4.16,81.09,60.45,
"2023-01-09 09:03:38",124.71,40.43,4.11,80.15,59.94,
"2022-12-23 07:33:01",126.01,47.25,3.85,74.90,58.28,
"2022-12-22 10:20:59",126.26,46.44,3.89,75.91,58.67,
"2022-12-21 09:00:01",127.06,47.77,3.87,75.40,58.69,
"2022-12-20 09:26:01",127.31,47.07,3.91,76.31,59.05,
"2022-12-19 07:40:37",126.41,50.71,3.73,71.96,57.48,
"2022-12-18 10:59:37",126.10,48.93,3.78,73.38,57.82,
"2022-12-17 09:35:09",125.76,48.96,3.77,73.01,57.62,
"2022-12-16 08:46:35",126.61,48.93,3.80,73.87,58.10,
"2022-12-15 10:05:59",126.54,46.58,3.90,76.04,58.78,
"2022-12-14 09:01:56",127.24,47.28,3.90,76.05,58.95,
"2022-12-13 09:16:03",128.12,48.57,3.88,75.66,59.03,
"2022-12-12 09:08:18",127.82,48.27,3.88,75.66,58.96,
"2022-12-11 10:42:22",126.96,46.19,3.93,76.82,59.14,
"2022-12-10 08:51:35",127.35,48.87,3.83,74.62,58.51,
"2022-12-09 09:00:40",127.06,49.25,3.81,73.98,58.24,
"2022-12-08 09:24:12",127.68,47.85,3.89,75.92,59.01,
"2022-12-07 09:22:32",128.15,48.19,3.90,76.06,59.17,
"2022-12-06 08:42:58",128.27,48.03,3.91,76.32,59.28,
"2022-12-05 09:15:52",128.29,48.33,3.90,76.06,59.20,
"2022-12-04 10:42:54",128.43,49.83,3.84,74.74,58.82,
"2022-12-03 09:27:52",128.64,48.52,3.90,76.20,59.33,
"2022-12-02 10:48:07",127.58,48.42,3.86,75.29,58.79,
"2022-12-01 10:08:43",128.53,49.80,3.84,74.87,58.89,
"2022-11-30 09:10:17",128.02,48.86,3.86,75.28,58.89,
"2022-11-29 09:49:21",129.12,49.84,3.87,75.39,59.19,
"2022-11-28 09:17:39",129.75,50.07,3.88,75.79,59.47,
"2022-11-27 09:11:49",129.28,51.14,3.82,74.31,58.90,
"2022-11-26 09:17:03",130.49,51.69,3.85,74.94,59.39,
"2022-11-25 09:09:24",130.56,52.05,3.83,74.66,59.33,
"2022-11-24 10:11:53",130.82,50.14,3.92,76.73,60.02,
"2022-11-23 09:56:45",130.80,48.96,3.98,77.85,60.38,
"2022-11-22 08:55:14",131.18,50.51,3.92,76.73,60.11,
"2022-11-21 10:01:18",130.54,52.03,3.83,74.66,59.32,
"2022-11-20 09:20:51",131.40,52.79,3.84,74.75,59.57,
"2022-11-19 08:59:44",130.26,49.01,3.95,77.29,60.07,
"2022-11-18 09:05:20",131.09,51.44,3.88,75.75,59.79,
"2022-11-17 09:12:38",130.69,52.48,3.82,74.37,59.28,
"2022-11-16 09:02:55",131.32,51.54,3.89,75.88,59.88,
"2022-11-15 08:37:32",131.75,49.91,3.97,77.85,60.61,
"2022-11-14 08:58:24",131.56,50.75,3.93,76.87,60.24,
"2022-11-13 08:38:07",131.44,54.60,3.77,73.05,59.10,
"2022-11-12 08:48:50",131.59,53.00,3.84,74.74,59.61,
"2022-11-11 08:55:00",130.90,51.10,3.89,75.90,59.78,
"2022-11-10 08:52:37",131.38,53.21,3.82,74.33,59.44,
"2022-11-09 08:35:56",131.35,53.33,3.81,74.19,59.39,
"2022-11-08 08:35:49",131.73,52.85,3.85,75.02,59.73,
"2022-11-07 08:27:34",131.94,54.71,3.78,73.43,59.33,
"2022-11-06 09:28:23",131.24,53.36,3.81,74.06,59.33,
"2022-11-04 07:43:43",131.87,56.56,3.71,71.58,58.82,
"2022-11-03 07:39:56",131.92,55.58,3.75,72.58,59.10,
"2022-11-02 08:11:33",132.24,56.08,3.74,72.40,59.13,
"2022-11-01 07:53:32",133.87,53.28,3.92,76.66,60.75,
"2022-10-31 08:48:43",134.09,54.59,3.87,75.61,60.50,
"2022-10-30 07:54:03",132.72,51.79,3.93,76.99,60.56,
"2022-10-29 08:50:59",132.64,58.92,3.66,70.05,58.65,
"2022-10-28 08:42:27",133.04,58.94,3.67,70.42,58.85,
"2022-10-27 09:08:22",132.28,56.40,3.73,72.13,59.08,
"2022-10-26 08:43:37",133.72,59.57,3.67,70.46,59.05,
"2022-10-25 07:38:00",134.55,59.92,3.69,70.93,59.39,
"2022-10-24 09:19:18",133.97,55.68,3.82,74.45,60.14,
"2022-10-22 08:55:17",133.57,55.10,3.83,74.63,60.09,
"2022-10-21 08:38:56",134.43,55.72,3.84,74.86,60.38,
"2022-10-20 09:05:30",133.41,56.31,3.78,73.31,59.69,
"2022-10-19 08:27:16",133.64,57.63,3.74,72.25,59.47,
"2022-10-18 08:49:32",134.94,60.85,3.67,70.41,59.37,
"2022-10-17 08:43:20",134.00,60.51,3.65,69.82,58.97,
"2022-10-16 09:04:07",134.30,58.70,3.72,71.87,59.56,
"2022-10-15 08:59:07",134.98,60.73,3.67,70.56,59.42,
"2022-10-14 08:40:52",134.54,62.88,3.59,68.06,58.72,
"2022-10-13 09:48:36",134.54,61.46,3.63,69.42,59.03,
"2022-10-12 09:00:38",135.47,64.18,3.57,67.71,58.91,
"2022-10-11 09:03:15",134.87,65.32,3.52,66.01,58.37,
"2022-10-09 08:42:00",135.19,57.02,3.82,74.34,60.43,
"2022-10-08 09:03:14",136.20,58.95,3.78,73.46,60.47,
"2022-10-06 09:02:49",136.56,60.32,3.74,72.48,60.32,
"2022-10-05 08:48:07",136.33,57.31,3.85,75.16,60.95,
"2022-10-04 08:34:16",136.61,57.78,3.84,74.97,60.98,
"2022-09-30 08:48:00",137.00,65.58,3.58,67.82,59.37,"started 18mg methylphenidate "
"2022-09-27 08:44:45",137.37,62.09,3.71,71.56,60.32,
"2022-09-24 09:19:32",138.23,60.75,3.79,73.68,61.07,
"2022-09-16 10:15:55",136.76,61.84,3.70,71.21,60.07,
"2022-09-08 09:28:55",139.54,62.05,3.78,73.69,61.43,
"2022-08-15 08:47:42",140.33,60.15,3.89,76.27,62.31,
"2022-07-23 09:13:03",137.80,59.06,3.84,74.89,61.28,
"2022-06-29 08:39:58",138.18,59.97,3.81,74.39,61.26,
"2022-06-27 09:47:35",137.80,57.70,3.89,76.19,61.63,
"2022-06-21 09:55:57",137.40,59.26,3.81,74.32,61.03,
"2022-06-18 09:52:20",137.62,60.17,3.79,73.65,60.92,
"2022-06-17 09:33:03",137.25,60.24,3.77,73.22,60.71,
"2022-06-15 09:09:35",138.79,61.66,3.77,73.34,61.16,
"2022-06-13 09:36:56",138.62,59.79,3.84,74.98,61.53,
"2022-06-12 09:42:53",138.79,62.00,3.76,73.01,61.08,
"2022-06-10 09:19:38",138.21,62.18,3.73,72.29,60.74,
"2022-06-09 09:07:57",137.50,58.71,3.84,74.94,61.22,
"2022-06-08 08:33:16",137.75,60.15,3.79,73.80,60.99,
"2022-06-07 09:23:38",138.19,61.65,3.75,72.77,60.85,
"2022-06-06 09:27:50",139.57,60.48,3.85,75.22,61.85,
"2022-06-04 08:53:35",137.34,56.70,3.91,76.72,61.67,
"2022-06-03 09:17:03",136.93,58.71,3.82,74.39,60.93,
"2022-06-02 09:40:46",137.16,62.09,3.70,71.35,60.24,
"2022-06-01 08:54:27",138.26,59.36,3.84,75.04,61.45,
"2022-05-31 08:53:54",139.57,58.94,3.91,76.71,62.24,
"2022-05-30 08:31:15",139.43,64.10,3.71,71.61,60.93,
"2022-05-23 08:03:56",140.02,59.95,3.88,76.17,62.21,
"2022-05-20 08:58:37",139.17,60.55,3.83,74.78,61.63,
"2022-05-05 09:27:36",140.15,60.79,3.86,75.49,62.07,
"2022-04-14 09:40:34",138.13,58.36,3.88,75.88,61.64,
"2022-03-31 07:54:15",135.89,60.91,3.70,71.27,59.87,
"2022-03-17 08:53:01",135.67,59.20,3.75,72.70,60.17,
"2022-03-04 10:22:28",134.20,58.16,3.74,72.29,59.67,
"2022-02-04 09:43:48",132.57,55.25,3.79,73.52,59.56,
"2022-01-08 08:40:34",133.92,56.26,3.80,73.85,60.01,
"2022-01-06 08:28:19",133.60,56.22,3.79,73.58,59.86,
"2021-12-02 07:34:44",131.49,54.78,3.76,72.93,59.13,
"2021-11-22 09:01:55",131.36,54.34,3.78,73.23,59.18,
"2021-11-10 07:36:53",131.29,55.88,3.72,71.68,58.74,
"2021-11-03 09:15:02",130.83,54.49,3.75,72.57,58.86,
"2021-10-30 08:24:23",130.36,53.66,3.76,72.91,58.83,
"2021-10-29 09:36:16",129.23,51.32,3.81,74.09,58.88,
"2021-10-28 08:42:45",129.34,54.11,3.71,71.50,58.18,
"2021-10-23 07:44:23",130.55,55.32,3.71,71.50,58.50,
"2021-10-22 08:55:53",130.10,52.52,3.80,73.76,59.01,
"2021-10-21 08:20:57",129.87,56.99,3.63,69.24,57.75,
"2021-10-20 09:20:37",130.24,56.13,3.67,70.43,58.14,
"2021-10-18 08:05:58",132.91,55.57,3.79,73.54,59.67,
"2021-10-14 08:25:56",130.49,56.26,3.67,70.54,58.24,
"2021-10-13 09:06:46",129.72,54.54,3.71,71.46,58.27,
"2021-10-12 09:30:46",130.69,55.91,3.69,71.07,58.43,
"2021-10-07 09:39:08",131.68,55.12,3.76,72.79,59.15,
"2021-10-06 09:25:27",131.83,55.14,3.76,72.92,59.22,
"2021-09-17 08:41:40",136.28,54.63,3.96,77.68,61.71,
"2021-09-15 09:39:42",134.98,54.23,3.92,76.82,61.13,
"2021-09-14 08:06:35",135.12,56.27,3.84,74.99,60.65,
"2021-09-13 08:44:48",136.86,59.32,3.79,73.73,60.78,
"2021-09-11 08:02:50",135.74,57.91,3.80,74.02,60.55,
"2021-09-10 08:49:10",135.23,56.70,3.83,74.68,60.59,
"2021-09-09 08:15:40",134.75,59.47,3.71,71.55,59.66,
"2021-09-07 08:01:24",137.28,61.60,3.72,71.94,60.45,
"2021-09-06 09:04:37",137.19,55.91,3.94,77.32,61.83,
"2021-09-05 08:31:39",137.46,59.84,3.79,73.82,60.96,
"2021-09-04 08:41:14",138.38,58.02,3.90,76.44,61.89,
"2021-09-03 08:54:06",137.23,56.95,3.90,76.37,61.58,
"2021-08-31 08:00:08",137.73,58.65,3.85,75.22,61.39,
"2021-08-30 09:25:14",139.54,59.29,3.89,76.34,62.17,
"2021-08-29 09:06:25",139.06,54.68,4.07,80.29,63.17,
"2021-08-28 08:10:42",140.66,,,,,
"2021-08-27 07:54:16",137.09,59.74,3.78,73.55,60.79,
"2021-08-26 10:19:33",136.64,56.15,3.91,76.57,61.48,
"2021-08-25 09:08:06",137.92,57.53,3.90,76.48,61.78,
"2021-08-24 09:04:09",139.43,57.28,3.97,78.16,62.64,
"2021-08-23 09:27:54",140.42,58.69,3.95,77.76,62.78,
"2021-08-21 09:18:20",139.09,56.25,4.00,78.83,62.74,
"2021-08-20 09:25:29",138.80,57.46,3.94,77.38,62.26,
"2021-08-19 09:27:43",139.27,57.27,3.97,78.02,62.56,
"2021-08-18 09:24:37",138.87,57.18,3.95,77.72,62.38,
"2021-08-17 09:15:21",139.10,57.25,3.96,77.87,62.48,
"2021-08-16 09:54:36",138.99,57.48,3.95,77.55,62.36,
"2021-08-15 09:23:01",138.85,56.66,3.97,78.21,62.51,
"2021-08-14 09:19:11",139.34,58.88,3.90,76.54,62.17,
"2021-08-13 09:58:55",139.93,58.49,3.94,77.48,62.58,
"2021-08-07 08:56:07",142.28,58.90,4.02,79.36,63.70,
"2021-08-03 08:43:37",140.84,62.11,3.83,74.88,62.14,
"2021-07-29 08:35:38",140.12,62.34,3.80,73.97,61.72,
"2021-07-28 08:25:58",140.01,60.13,3.88,75.98,62.20,
"2021-07-27 08:53:56",140.39,60.90,3.86,75.61,62.20,
"2021-07-23 09:13:13",140.68,57.03,4.03,79.61,63.37,
"2021-07-22 10:05:04",142.36,56.63,4.12,81.59,64.37,
"2021-07-15 09:43:22",140.87,60.56,3.89,76.40,62.54,
"2021-07-10 08:38:14",139.97,59.73,3.89,76.34,62.29,
"2021-07-07 07:20:03",139.59,58.62,3.92,77.03,62.38,
"2021-07-01 08:58:00",140.98,58.20,3.99,78.77,63.21,
"2021-06-28 08:43:40",140.95,62.22,3.83,74.89,62.18,
"2021-06-23 10:09:06",141.00,62.27,3.83,74.88,62.19,
"2021-06-16 09:06:22",142.03,56.45,4.12,81.45,64.25,
"2021-06-10 09:33:50",140.57,59.87,3.91,76.78,62.56,
"2021-06-09 07:27:12",140.71,61.94,3.83,74.92,62.12,
"2021-06-07 09:09:00",141.87,54.50,4.20,83.15,64.74,
"2021-06-03 09:41:01",142.53,52.78,4.32,85.41,65.64,
"2021-05-28 08:18:47",142.02,57.14,4.08,80.78,64.05,
"2021-05-24 08:18:21",141.22,59.68,3.94,77.59,62.95,
"2021-05-19 09:33:58",140.11,56.91,4.01,79.17,63.11,
"2021-05-18 09:12:40",140.04,57.54,3.98,78.51,62.90,
"2021-05-14 09:21:31",140.04,57.19,4.00,78.84,63.00,
"2021-05-11 09:50:09",141.87,53.58,4.25,84.02,65.02,
"2021-05-05 10:01:44",140.38,,,,,
"2021-05-01 09:29:51",139.83,,,,,
"2021-04-30 09:37:00",140.07,52.70,4.21,83.15,64.33,
"2021-04-29 09:05:59",140.79,52.17,4.27,84.34,64.89,
"2021-04-28 08:57:17",141.67,,,,,
"2021-04-26 09:18:37",140.58,54.24,4.16,82.17,64.13,
"2021-04-25 09:31:23",140.57,55.11,4.11,81.33,63.87,
"2021-04-23 09:09:37",139.31,57.42,3.96,77.91,62.56,
"2021-04-21 07:58:24",139.82,52.28,4.22,83.31,64.33,
"2021-04-20 08:02:50",141.50,51.97,4.31,85.21,65.34,
"2021-04-17 07:53:28",138.65,54.02,4.08,80.53,63.16,
"2021-04-16 08:24:31",139.02,55.59,4.03,79.39,62.91,
"2021-04-15 08:42:03",139.16,57.26,3.96,77.92,62.52,
"2021-04-13 07:24:39",141.07,52.62,4.26,84.18,64.90,
"2021-04-08 07:33:02",141.56,52.56,4.28,84.71,65.19,
"2021-04-03 07:45:00",139.60,,,,,
"2021-04-02 07:45:28",138.18,50.37,4.24,83.56,64.05,
"2021-04-01 08:17:43",138.19,50.04,4.26,83.87,64.16,
"2021-03-30 08:49:31",140.49,51.71,4.28,84.49,64.88,
"2021-03-29 07:17:19",139.04,,,,,
"2021-03-29 07:14:51",139.62,,,,,
"2020-12-17 08:35:03",128.20,48.17,3.90,76.12,59.29,
"2020-12-14 10:12:12",128.64,49.31,3.87,75.45,59.18,
"2020-12-11 09:06:30",127.16,46.59,3.92,76.63,59.21,
"2020-12-01 09:39:20",128.03,,,,,
"2020-11-28 08:53:42",126.76,50.59,3.75,72.40,57.81,
"2020-11-27 23:48:50",128.00,54.68,3.64,69.67,57.39,
"2020-11-26 07:54:56",127.47,48.51,3.86,75.09,58.79,
"2020-11-23 10:42:56",128.62,45.10,4.06,79.45,60.53,
"2020-11-20 09:00:10",127.91,48.54,3.87,75.48,59.02,
"2020-11-14 08:34:25",127.43,46.70,3.93,76.78,59.33,
"2020-11-07 09:18:54",125.71,48.04,3.80,73.85,57.98,
"2020-11-05 09:57:41",125.96,48.82,3.78,73.34,57.88,
"2020-10-24 08:12:26",125.13,49.11,3.74,72.27,57.36,
"2020-10-22 09:42:04",125.26,47.69,3.80,73.76,57.84,
"2020-10-10 10:06:33",123.68,45.58,3.82,74.27,57.62,
"2020-10-09 09:40:52",123.59,45.98,3.80,73.79,57.44,
"2020-10-01 09:37:49",122.88,45.40,3.80,73.67,57.24,
"2020-09-26 09:01:25",122.75,48.34,3.68,70.72,56.29,
"2020-09-23 09:11:54",122.57,43.11,3.88,75.56,57.82,
"2020-09-19 10:01:52",120.99,44.68,3.75,72.54,56.42,
"2020-09-14 08:41:57",121.50,43.88,3.80,73.80,56.96,
"2020-09-09 09:18:37",121.20,43.70,3.80,73.68,56.85,
"2020-09-03 08:45:09",120.03,43.48,3.76,72.77,56.27,
"2020-08-26 07:51:00",118.71,41.50,3.78,73.41,56.18,
"2020-08-21 07:47:07",118.33,42.36,3.73,72.22,55.68,
"2020-08-19 06:46:10",118.73,42.76,3.73,72.22,55.77,
"2020-08-11 19:12:09",119.66,42.99,3.76,72.90,56.23,
"2020-08-07 07:42:25",117.28,41.20,3.74,72.32,55.48,
"2020-08-05 07:47:16",116.69,43.09,3.64,69.94,54.54,
"2020-08-01 08:37:45",117.34,43.44,3.65,70.23,54.79,
"2020-07-30 07:41:54",115.94,42.96,3.62,69.35,54.16,
"2020-07-25 07:55:48",116.40,40.29,3.74,72.36,55.27,
"2020-07-22 07:47:44",116.25,42.57,3.64,70.02,54.43,
"2020-07-18 09:25:27",117.67,41.63,3.74,72.28,55.53,
"2020-06-30 07:58:50",114.40,39.07,3.71,71.61,54.55,
"2020-06-23 06:17:35",113.34,40.81,3.60,68.92,53.37,
"2020-05-30 08:14:46",112.55,38.65,3.65,70.24,53.64,
"2020-05-29 15:29:42",113.58,40.25,3.63,69.69,53.69,
"2020-05-19 13:23:55",112.83,37.94,3.69,71.18,54.05,
"2020-05-08 10:02:19",111.10,38.64,3.59,68.86,52.81,
"2020-05-02 08:18:46",109.40,37.14,3.58,68.66,52.35,
"2020-04-12 13:27:07",108.16,,,,,
"2020-03-13 07:49:31",107.04,,,,,
"2020-03-05 07:50:59",105.66,32.56,3.60,69.48,51.86,
"2020-02-20 07:40:18",104.95,32.32,3.58,69.03,51.54,
"2020-02-18 07:36:27",105.26,32.28,3.60,69.36,51.74,
"2020-02-10 07:42:06",104.55,32.88,3.54,68.11,51.08,
"2020-02-03 07:41:28",105.32,32.24,3.60,69.46,51.79,
"2020-01-29 07:35:45",104.82,31.55,3.61,69.64,51.77,
"2020-01-24 07:45:31",103.82,30.59,3.61,69.61,51.57,
"2020-01-22 07:38:30",103.25,32.82,3.49,66.93,50.33,
"2020-01-21 07:37:19",102.95,31.41,3.54,67.99,50.70,
"2020-01-20 07:41:28",103.00,31.90,3.52,67.56,50.53,
"2020-01-16 07:37:06",102.07,30.61,3.53,67.92,50.49,
"2020-01-15 07:39:11",102.38,30.07,3.57,68.72,50.90,
"2020-01-14 07:36:07",103.01,30.86,3.56,68.58,50.96,
"2020-01-13 07:41:02",103.27,31.70,3.54,68.02,50.77,
"2020-01-11 07:43:53",102.80,30.88,3.55,68.35,50.83,
"2020-01-10 07:08:32",103.00,30.99,3.56,68.44,50.90,
"2020-01-09 07:35:07",103.06,30.13,3.59,69.31,51.30,
"2020-01-08 07:36:47",103.52,29.93,3.62,69.95,51.68,
"2020-01-07 07:38:26",104.67,30.46,3.65,70.54,52.15,
"2020-01-06 07:37:16",104.65,30.68,3.64,70.31,52.04,
"2019-12-30 09:09:47",103.55,,,,,
"2019-12-18 07:43:44",101.81,28.47,3.61,69.71,51.27,
"2019-12-11 08:52:43",100.01,,,,,
"2019-12-09 07:48:21",101.44,31.90,3.46,66.07,49.60,
"2019-12-05 07:43:13",100.01,29.57,3.49,66.94,49.67,
"2019-12-04 07:47:50",100.77,29.98,3.50,67.27,49.96,
"2019-12-03 07:42:12",100.91,28.83,3.55,68.51,50.54,
"2019-12-02 07:47:51",100.37,28.43,3.55,68.37,50.38,
"2019-11-30 07:44:14",100.71,29.99,3.50,67.20,49.92,
"2019-11-29 07:45:18",102.46,30.63,3.55,68.26,50.72,
"2019-11-28 07:36:18",100.95,29.08,3.55,68.31,50.46,
"2019-11-27 07:45:58",101.75,29.79,3.55,68.40,50.65,
"2019-11-26 07:44:51",102.33,30.45,3.55,68.32,50.72,
"2019-11-25 07:47:42",101.73,30.56,3.52,67.63,50.31,
"2019-11-23 09:17:16",100.83,29.26,3.53,68.03,50.31,
"2019-11-20 07:44:20",102.22,29.69,3.58,68.94,50.98,
"2019-11-19 07:41:51",103.25,29.53,3.63,70.07,51.69,
"2019-11-18 07:42:00",103.95,28.98,3.69,71.27,52.39,
"2019-11-15 07:42:30",102.49,,,,,
"2019-11-14 07:44:55",101.45,30.45,3.51,67.47,50.18,
"2019-11-13 07:42:41",101.58,31.07,3.49,67.00,50.01,
"2019-11-12 07:42:36",101.52,31.74,3.47,66.30,49.71,
"2019-11-10 09:09:24",102.10,29.95,3.56,68.58,50.79,
"2019-11-09 07:42:38",102.00,29.49,3.57,68.92,50.93,
"2019-11-08 07:43:05",101.79,,,,,
"2019-11-07 07:41:07",100.91,30.32,3.49,67.08,49.91,
"2019-11-06 07:42:59",101.52,30.30,3.52,67.68,50.29,
"2019-11-02 09:11:26",102.44,29.43,3.60,69.39,51.23,
"2019-11-01 07:41:14",102.49,29.77,3.58,69.12,51.11,
"2019-10-31 07:33:17",101.90,31.07,3.51,67.31,50.21,
"2019-10-30 07:42:03",101.93,31.31,3.50,67.10,50.13,
"2019-10-29 07:36:03",102.84,30.29,3.58,68.96,51.11,
"2019-10-28 07:41:57",103.18,30.89,3.57,68.70,51.06,
"2019-10-26 09:04:47",102.49,28.80,3.63,70.05,51.55,
"2019-10-25 07:39:09",102.00,30.06,3.55,68.37,50.69,
"2019-10-24 07:34:01",102.75,29.99,3.59,69.16,51.18,
"2019-10-23 07:38:20",102.82,30.20,3.58,69.02,51.13,
"2019-10-22 07:38:01",103.18,30.22,3.59,69.35,51.35,
"2019-10-21 07:40:22",103.17,31.94,3.52,67.69,50.63,
"2019-10-20 10:04:04",103.16,31.63,3.54,67.98,50.75,
"2019-10-19 07:35:37",103.01,30.37,3.58,69.05,51.18,
"2019-10-18 07:35:27",103.66,30.33,3.61,69.70,51.59,
"2019-10-17 07:39:15",103.36,29.32,3.64,70.39,51.86,
"2019-10-16 07:38:07",103.91,29.70,3.65,70.54,52.03,
"2019-10-15 07:35:50",104.39,30.35,3.64,70.38,52.04,
"2019-10-14 07:39:26",104.24,32.01,3.57,68.65,51.25,
"2019-10-12 09:09:02",104.16,31.63,3.58,68.94,51.36,
"2019-10-11 07:42:08",104.23,32.78,3.54,67.90,50.94,
"2019-10-10 07:42:02",104.64,33.24,3.53,67.85,51.01,
"2019-10-09 07:45:18",104.85,32.49,3.57,68.77,51.42,
"2019-10-08 09:57:00",105.20,,,,,
"2019-09-07 07:43:02",103.29,32.42,3.51,67.34,50.52,
"2019-09-06 07:42:56",103.50,32.54,3.51,67.43,50.60,
"2019-09-05 07:41:32",102.82,30.86,3.55,68.39,50.86,
"2019-09-04 07:56:31",103.21,31.51,3.54,68.14,50.83,
"2019-06-18 07:35:35",100.50,27.73,3.58,69.17,50.81,
"2019-06-17 07:08:12",100.99,,,,,
"2019-06-14 07:52:55",99.99,28.20,3.54,68.24,50.27,
"2019-06-10 07:53:39",98.77,27.21,3.53,68.01,49.95,
"2019-06-08 07:52:23",98.53,27.01,3.53,67.98,49.89,
"2019-06-07 07:49:14",98.61,27.34,3.52,67.74,49.79,
"2019-06-06 07:37:59",98.93,26.34,3.58,69.00,50.48,
"2019-06-04 07:36:43",98.60,27.59,3.51,67.49,49.68,
"2019-06-03 07:41:37",99.41,28.29,3.51,67.59,49.87,
"2019-05-30 07:49:50",98.86,29.01,3.46,66.38,49.22,
"2019-05-29 07:56:33",99.59,28.65,3.51,67.42,49.82,
"2019-05-28 07:30:13",100.64,26.85,3.63,70.14,51.33,
"2019-05-24 07:51:41",98.36,27.05,3.52,67.78,49.77,
"2019-05-23 07:39:15",98.63,26.62,3.55,68.45,50.15,
"2019-05-22 07:48:06",98.47,26.68,3.54,68.23,50.01,
"2019-05-21 07:38:08",99.26,26.21,3.60,69.44,50.76,
"2019-05-20 07:34:35",99.64,27.74,3.55,68.34,50.26,
"2019-05-18 07:53:45",98.37,26.87,3.53,67.97,49.87,
"2019-05-17 07:48:49",98.57,27.76,3.50,67.30,49.58,
"2019-05-16 07:35:40",97.96,26.90,3.51,67.53,49.58,
"2019-05-15 07:40:46",98.74,26.91,3.54,68.27,50.08,
"2019-05-14 07:35:56",99.10,27.41,3.54,68.13,50.07,
"2019-05-13 07:32:02",100.47,30.13,3.48,66.84,49.74,
"2019-05-10 07:46:55",98.57,27.16,3.52,67.87,49.85,
"2019-05-07 07:35:21",100.00,27.57,3.57,68.85,50.57,
"2019-05-06 09:12:28",99.80,28.08,3.54,68.16,50.20,
"2019-05-02 07:31:01",97.48,27.45,3.46,66.55,49.03,
"2019-05-01 07:29:23",98.84,29.91,3.43,65.49,48.84,
"2019-04-30 07:29:49",98.29,27.96,3.48,66.84,49.32,
"2019-04-29 07:49:13",99.24,29.55,3.46,66.23,49.23,
"2019-04-28 08:39:02",99.10,26.73,3.57,68.79,50.40,
"2019-04-26 07:46:43",98.54,26.53,3.55,68.44,50.14,
"2019-04-25 07:30:39",97.82,26.39,3.52,67.90,49.75,
"2019-04-24 07:16:20",99.51,25.72,3.63,70.15,51.18,
"2019-04-23 07:47:47",101.07,,,,,
"2019-04-23 07:47:23",101.23,,,,,
"2019-04-16 08:28:13",96.20,25.40,3.49,67.28,49.18,
"2019-04-11 07:46:42",95.86,25.48,3.47,66.88,48.91,
"2019-04-10 07:45:04",95.33,24.63,3.49,67.20,49.00,
